21.3658,97.2405,113.499
20.1675,96.2509,110.396
20.8135,95.5172,113.706
20.8435,99.2581,115.038
19.4991,94.6464,114.446
19.4322,94.0957,111.098
19.911,94.1026,114.423
20.1678,93.7417,114.378
20.5978,96.1308,115.431
17.2359,95.2545,111.772
20.5626,97.3574,112.455
20.2555,94.1089,111.282
17.9825,95.1334,108.488
19.9606,97.8594,111.517
20.2256,99.2659,115.16
19.9537,100.517,114.644
20.0154,95.2107,114.406
19.9281,93.9832,111.18
20.0245,100.013,114.869
20.1155,100.072,114.771
20.366,100.186,114.502
18.634,102.092,115.452
12.36,97.4459,122.058
14.4858,97.2731,114.634
14.2079,97.3944,114.929
14.4926,97.3587,114.727
14.5687,96.7996,114.46
10.0908,96.7808,118.511
15.4351,96.5387,113.354
15.546,96.5245,113.259
9.77598,96.6448,118.854
8.53922,96.3136,121.956
8.39415,100.645,113.778
6.99142,98.5167,112.544
8.30981,100.7,113.842
16.1864,96.3723,113.414
16.8089,99.6275,111.335
15.7276,94.7999,110.191
10.1273,91.1154,108.385
6.60701,87.7831,114.003
10.2235,96.5484,116.036
8.87753,96.6908,117.144
11.8041,98.5327,117.359
16.8169,90.3038,122.848
7.64412,99.3481,111.852
2.97994,91.5303,114.152
12.5038,100.107,117.003
10.8063,94.7878,122.727
7.70701,90.2264,115.103
10.165,89.0909,122.428
7.3055,93.1187,121.368
5.42436,90.2862,112.678
2.63381,93.8317,114.499
8.49133,98.1557,114.056
9.97207,94.887,120.711
6.94838,91.7851,112.771
12.8033,92.767,109.811
5.66988,96.5321,110.223
14.7261,97.637,120.852
12.4122,98.5839,117.861
10.2227,94.5067,124.934
10.0977,97.1195,118.031
9.53842,98.4555,114.007
19.6037,96.0062,121.799
6.32051,98.7203,121.99
7.79998,98.3918,113.27
14.2989,96.0091,108.321
12.4314,91.5347,124.545
18.7653,89.9202,112.873
17.509,98.9652,110.931
18.9806,89.8524,113.015
10.131,95.7676,120.329
12.7648,93.8493,122.005
13.3771,88.1817,118.291
12.6199,86.2812,119.803
7.4569,94.4586,113.044
18.244,99.7689,115.579
13.9105,100.222,117.655
19.5518,98.4028,111.917
10.9016,91.8225,107.834
10.0627,97.8235,113.351
16.5433,91.8233,112.299
18.3293,98.7996,118.56
5.22267,97.7874,109.979
16.9028,98.8983,114.8
18.0709,100.191,117.764
15.3838,97.151,114.024
7.51305,92.5307,122.103
18.329,97.5371,114.224
14.5695,91.1515,117.183
9.82531,96.319,119.498
9.76441,96.2291,119.676
2.66282,94.0775,114.652
10.5646,94.5663,123.619
14.3745,91.8492,116.755
7.5632,86.4204,117.544
9.64651,87.184,121.506
18.0892,90.3157,119.613
10.8467,96.6038,118.259
14.8479,94.1634,107.648
5.93511,97.1153,113.063
8.71862,88.2182,109.859
14.8793,94.017,107.693
7.60812,96.2625,115.071
14.2016,87.2565,121.44
7.53239,96.2781,114.987
15.1558,94.3727,115.859
17.6045,88.4348,120.863
9.94064,93.6259,117.139
12.8402,96.7868,121.637
13.7453,87.1929,120.123
10.2934,94.8917,117.385
4.71696,91.0275,118.944
4.26008,91.0236,118.693
4.96778,90.9093,119.139
7.87614,94.5297,113.797
13.6393,97.8505,108.911
17.7783,97.8842,110.314
5.63411,93.657,110.353
9.29825,98.6721,116.215
9.73576,88.4934,110.741
9.64563,99.0012,120.702
15.0523,88.2891,119.92
8.60946,87.6914,121.502
10.7462,97.8144,113.604
7.86073,89.8482,115.659
13.2852,96.3536,115.363
9.95567,99.2494,120.747
13.1913,96.3575,115.516
9.08698,89.9193,108.46
6.41665,88.9912,120.713
