1069.29,
657.916,
499.406,
284.081,
304.378,
825.46,
776.009,
215.222,
515.654,
594.096,
137.234,
62.9387,
647.442,
262.489,
703.513,
595.168,
148.312,
266.434,
415.208,
1325.33,
390.011,
244.459,
245.231,
51.1444,
388.533,
822.907,
460.318,
413.041,
763.853,
295.484,
358.245,
161.037,
56.3076,
329.083,
224.215,
255.528,
351.94,
271.9,
717.272,
476.038,
476.065,
428.395,
812.261,
658.659,
674.172,
568.393,
380.435,
709.98,
529.272,
468.442,
397.219,
1087.87,
400.753,
180.94,
205.517,
349.093,
199.855,
131.875,
67.1296,
54.233,
92.1108,
1058.5,
419.714,
450.597,
655.455,
376.737,
401.546,
633.384,
1089.93,
306.833,
150.263,
165.089,
366.466,
405.657,
474.597,
362.829,
528.805,
551.419,
260.696,
529.521,
807.342,
789.648,
130.454,
46.1394,
57.0765,
476.513,
1070.47,
294.413,
338.058,
909.449,
418.988,
591.005,
182.793,
762.304,
151.466,
199.276,
123.385,
176.816,
343.884,
135.158,
76.4373,
137.312,
252.468,
149.191,
1752.94,
388.469,
259.145,
367.119,
324.915,
364.062,
517.641,
287.471,
248.907,
1166.9,
1043.72,
177.969,
268.875,
588.574,
277.32,
375.071,
399.38,
223.229,
112.174,
160.003,
47.8131,
48.4075,
271.217,
546.976,
184.402,
780.232,
653.59,
192.94,
335.626,
126.504,
311.778,
547.496,
251.668,
164.965,
378.388,
743.2,
490.252,
672.931,
532.597,
339.087,
139.585,
469.224,
717.663,
274.211,
187.526,
22.3206,
654.983,
1366.1,
289.101,
495.889,
316.676,
350.033,
491.756,
427.301,
42.4984,
54.6213,
124.906,
168.515,
481.514,
385.328,
200.412,
329.361,
779.474,
755.923,
701.175,
1336.12,
306.806,
1069.94,
1062.2,
430.969,
530.26,
143.164,
336.117,
274.248,
484.711,
389.03,
599.431,
297.895,
190.374,
270.605,
132.049,
386.442,
1116.16,
324.019,
857.685,
485.293,
388.994,
2091.58,
1159.72,
534.019,
397.361,
419.064,
357.375,
381.897,
149.112,
356.355,
325.997,
488.236,
321.597,
147.516,
104.217,
201.839,
315.259,
397.779,
829.103,
181.196,
125.328,
390.713,
142.596,
234.208,
397.29,
309.701,
256.023,
544.672,
381.578,
225.674,
336.16,
719.031,
306.77,
378.138,
257.155,
370.805,
1027.32,
664.928,
469.039,
536.677,
464.672,
604.995,
1563.47,
523.765,
160.187,
577.077,
330.908,
153.655,
248.911,
540.581,
278.185,
92.2219,
535.49,
306.692,
1016.67,
513.684,
456.344,
370.098,
392.646,
221.224,
580.785,
274.341,
226.297,
455.111,
349.673,
219.171,
452.476,
1380.1,
444.091,
313.213,
690.824,
1038.13,
249.252,
194.036,
368.076,
170.023,
142.866,
248.827,
221.026,
539.94,
852.401,
344.846,
344.146,
556.099,
520.423,
417.182,
252.026,
193.485,
204.267,
109.433,
634.431,
256.785,
85.7369,
529.808,
291.809,
547.642,
150.617,
168.185,
187.582,
245.599,
291.746,
407.57,
329.603,
97.8084,
652.752,
277.994,
175.766,
164.607,
1226.93,
803.611,
277.225,
190.189,
434.398,
138.454,
208.491,
665.236,
245.73,
147.664,
157.753,
420.366,
153.654,
485.257,
70.4952,
209.798,
90.64,
511.87,
603.093,
75.264,
280.573,
352.644,
280.901,
516.664,
576.177,
2139.17,
1091.9,
526.8,
444.662,
573.774,
1128.58,
61.9447,
205.017,
1083.31,
514.265,
568.311,
229.571,
443.799,
493.181,
168.836,
431.208,
795.768,
354.201,
127.909,
94.7092,
557.203,
177.337,
456.11,
1280.84,
417.679,
388.947,
828.664,
240.219,
345.869,
390.229,
168.863,
299.827,
711.852,
591.455,
602.127,
1032.12,
653.966,
1083.1,
671.559,
382.43,
617.292,
612.185,
560.938,
137.831,
173.519,
219.307,
588.681,
479.708,
217.561,
131.937,
398.791,
210.539,
243.154,
319.963,
554.329,
188.293,
740.745,
921.129,
512.401,
1361.13,
1297.09,
1225.37,
814.359,
102.686,
234.506,
320.364,
470.623,
818.951,
313.533,
75.8717,
95.5845,
669.079,
