7569.96,
6317.17,
6227.99,
4293.49,
5415.59,
8561.56,
9757.39,
10043.8,
5690.74,
6878.01,
6548.14,
7591.05,
7764.81,
3122.73,
8289.28,
11089.8,
6488.22,
6555.97,
4263.95,
5971,
5786.67,
5315.23,
5558.25,
4221.68,
5764.62,
7366.22,
7158.39,
6820.98,
6721.47,
6894.64,
5897.17,
4821.78,
5611.94,
6929.85,
5897.86,
4437.53,
7051.86,
5268.21,
8068.7,
5582.13,
5056.38,
3841.99,
8751.46,
6317.98,
8995.02,
5621.88,
6231.63,
4630.81,
11822.3,
12140.4,
5428.07,
6182.43,
8405.57,
8230.64,
6231.24,
6942.13,
3995.6,
5903.11,
6318.84,
7781.51,
8905.79,
10737.7,
7270.35,
8179.37,
6171.8,
6394.7,
6847.93,
5200.93,
6424.68,
5055.13,
4614.39,
6149.32,
7439.75,
5044.55,
6376,
5153.12,
8123.07,
5298.15,
5979.09,
6927.79,
6955.43,
9434.19,
5800.04,
6369.68,
5688.31,
4127.79,
9776.58,
6009.31,
6517.11,
7404.52,
11348.1,
10197.9,
5288.59,
3068.73,
5724.92,
6065.47,
8637.67,
8720.57,
4659.69,
6378.38,
3026.44,
7844.52,
5433.67,
7714.52,
8060.99,
5735.87,
9382.54,
5670.73,
5577.06,
7763.83,
5259.69,
8430.93,
7018.15,
7337.09,
5489.3,
8392.57,
9017.97,
3592.17,
6622.6,
4805.12,
5696.65,
3313.81,
6458,
10575.7,
7354.05,
8781.06,
7670.34,
7864.72,
8498.88,
6480.95,
6915.51,
4728.16,
6134.47,
7716.09,
3499.05,
6091.85,
5533.63,
2687.54,
4514.76,
6526.71,
3938.92,
6212.16,
8372.32,
7217.75,
7135.15,
6765.5,
6139.1,
4991.78,
3237.81,
5962.33,
3821.14,
3606.41,
4708.02,
11384.6,
6738.92,
5618.57,
7114.08,
9782.41,
2676.6,
3625.9,
4323.4,
4140.31,
3363.17,
5006.04,
6510.55,
7856.52,
3995.28,
6551.48,
5653.17,
4649.85,
3784.72,
7339.37,
4642.99,
4852.32,
6821.76,
7100.69,
4848.59,
5238.87,
7928.44,
10058.1,
6560.26,
8848.6,
7135.61,
6038.83,
5345.93,
4516.7,
9112.51,
10221.9,
7517.83,
8961.43,
3607.61,
6737.38,
4920.95,
6093.61,
7033.86,
7621.35,
9465.42,
6769.93,
4829.41,
9782.07,
4414.14,
2448.64,
5781.7,
8026.03,
6721.74,
5212.22,
8001.05,
6143.75,
6113.05,
4956.04,
6164.92,
4673.82,
3672.4,
4717.68,
9035.28,
8061.62,
5130.17,
3465.27,
5663.01,
