9.128510,0.134518,-16.806528,0.047064,-18.191283,0.016316
11.050360,0.131281,-21.204746,0.029854,-22.899010,0.023284
10.847069,0.107393,-19.672758,0.054237,-21.751187,0.017824
10.160300,0.132504,-18.776844,0.051736,-20.500671,0.014123
9.559551,0.133885,-18.427763,0.052192,-19.748267,0.016810
9.821729,0.114792,-18.569828,0.036482,-20.055980,0.013265
9.474583,0.131596,-18.005447,0.051651,-19.433626,0.013465
9.853741,0.139365,-18.723970,0.082934,-20.179172,0.012177
10.743590,0.123782,-19.629012,0.049692,-21.785560,0.013088
9.330369,0.114451,-18.598836,0.046918,-19.657304,0.015283
10.759466,0.172637,-21.679772,0.040026,-22.941065,0.033402
9.862536,0.122497,-18.533553,0.053763,-20.081255,0.016124
10.515866,0.116782,-19.204912,0.040858,-21.182743,0.018145
10.668182,0.112840,-19.926277,0.031180,-21.745382,0.017238
10.587687,0.141484,-18.995028,0.061833,-21.331073,0.011310
10.613894,0.120725,-19.977758,0.034651,-21.718963,0.013749
10.562281,0.108885,-19.221228,0.048559,-21.225696,0.015727
9.998388,0.120662,-19.439468,0.029456,-20.756168,0.014312
10.358923,0.141470,-19.808079,0.064331,-21.304833,0.020909
9.776406,0.122017,-18.784450,0.040821,-20.157272,0.014715
10.519672,0.123648,-19.930447,0.027802,-21.545689,0.014728
10.331858,0.160922,-18.680710,0.062328,-20.899082,0.012443
10.750582,0.150181,-19.127374,0.050230,-21.597722,0.013767
10.653924,0.101612,-18.636463,0.068878,-21.053928,0.013432
10.781052,0.116765,-19.227720,0.057298,-21.617989,0.010111
10.049773,0.113916,-18.491647,0.040859,-20.250636,0.014165
11.566713,0.105945,-21.012750,0.040935,-23.402219,0.017642
9.952844,0.133997,-19.208490,0.057765,-20.634621,0.019067
10.129811,0.170440,-18.363910,0.067697,-20.508913,0.011926
9.459525,0.126434,-18.395711,0.042137,-19.656432,0.014590
9.482066,0.105454,-19.123455,0.035621,-20.122236,0.016464
10.627859,0.123974,-19.462892,0.040450,-21.465511,0.017031
10.529306,0.124346,-19.387582,0.050061,-21.315114,0.016377
11.476713,0.137430,-20.930221,0.063808,-23.322025,0.030138
10.918175,0.140886,-21.105087,0.035471,-22.705100,0.034647
9.821766,0.111997,-18.868384,0.042242,-20.228268,0.017188
11.460284,0.147600,-21.246274,0.071766,-23.277117,0.030053
9.535780,0.116757,-18.755943,0.037823,-19.899368,0.015687
9.488423,0.122147,-18.511939,0.038125,-19.728987,0.015069
9.961180,0.130058,-17.704474,0.058837,-19.792403,0.011971
11.551797,0.120098,-21.231483,0.046197,-23.588151,0.023686
11.511069,0.103932,-20.791624,0.050851,-23.313308,0.021780
11.665721,0.159588,-20.738101,0.056040,-23.342190,0.042901
11.301868,0.118744,-20.486611,0.087831,-22.724842,0.014055
10.602951,0.127786,-20.677495,0.033227,-22.140068,0.024280
10.542282,0.130455,-20.276990,0.041399,-21.873633,0.023804
10.045865,0.104884,-18.769026,0.033872,-20.386556,0.015769
9.955626,0.052508,-21.930272,0.032955,-22.513796,0.021150
10.313980,0.163556,-19.893465,0.027586,-21.548503,0.012631
10.047231,0.120245,-19.561638,0.033557,-20.916309,0.012870
9.702789,0.105384,-16.997496,0.075331,-18.997275,0.017738
10.303743,0.108523,-18.039903,0.068775,-20.379061,0.012206
10.926022,0.116576,-21.587095,0.024675,-23.040068,0.018182
10.696701,0.112342,-19.448847,0.046203,-21.569420,0.013765
11.193211,0.105385,-21.008727,0.028500,-22.859300,0.016978
10.641057,0.094477,-19.271541,0.044529,-21.270965,0.016470
9.939191,0.101306,-17.646048,0.053541,-19.609021,0.016819
10.721133,0.113224,-20.663465,0.034610,-22.245845,0.017289
11.024469,0.122482,-20.143898,0.046250,-22.295589,0.019210
10.795752,0.141381,-19.991831,0.053846,-21.961060,0.023074
10.525005,0.141120,-21.246159,0.026085,-22.278674,0.029204
9.960150,0.152464,-17.526715,0.088592,-19.763325,0.017085
9.989131,0.169814,-17.458889,0.063225,-19.865584,0.015515
9.496726,0.128382,-17.796504,0.052576,-19.257700,0.013977
10.171927,0.132040,-18.500022,0.052633,-20.437172,0.017651
10.090508,0.129192,-19.640591,0.041329,-21.018882,0.016141
10.385211,0.098400,-19.003571,0.039241,-20.817078,0.014065
11.074010,0.125374,-20.329454,0.043509,-22.509924,0.017146
9.871239,0.146260,-18.622951,0.044276,-20.098342,0.015461
9.499586,0.098760,-19.587129,0.033503,-20.452349,0.016778
10.515520,0.154793,-19.370527,0.054052,-21.370444,0.012391
10.679878,0.143686,-19.278692,0.056479,-21.593676,0.010890
10.609028,0.118708,-20.244954,0.036567,-21.891737,0.018094
10.702520,0.101413,-19.056641,0.060122,-21.406256,0.014092
10.967544,0.134758,-20.208834,0.050729,-22.419202,0.018153
11.123754,0.115288,-19.600062,0.070992,-22.152551,0.022241
11.300458,0.112900,-20.413021,0.056862,-22.844487,0.019141
10.975176,0.126377,-20.691745,0.040306,-22.475429,0.024407
11.067101,0.138835,-20.885795,0.041303,-22.749310,0.033578
10.509197,0.121512,-20.006346,0.040515,-21.566187,0.021611
10.698230,0.114820,-18.927116,0.062314,-21.342582,0.010611
9.945061,0.113969,-17.701588,0.071670,-19.699139,0.017698
11.595061,0.101274,-21.112952,0.043293,-23.592636,0.015659
11.388289,0.114325,-20.264148,0.065121,-22.849060,0.021580
11.282005,0.129006,-20.624461,0.051648,-22.924927,0.020554
11.170492,0.125117,-20.172331,0.061902,-22.565950,0.022355
11.366296,0.106153,-20.643271,0.048811,-23.065644,0.017685
10.243017,0.111676,-19.364926,0.042019,-20.955979,0.017216
9.293593,0.121682,-18.172740,0.043812,-19.349973,0.014343
10.053040,0.117625,-19.407189,0.035073,-20.825398,0.015033
10.173975,0.110983,-20.299217,0.025434,-21.494988,0.014212
11.260952,0.097649,-20.036619,0.050336,-22.580312,0.018479
10.884900,0.138601,-19.863863,0.054894,-22.148380,0.019692
11.705809,0.105355,-21.244907,0.042506,-23.605526,0.018641
11.274010,0.112583,-20.191910,0.044521,-22.602667,0.019499
11.473869,0.101346,-20.804531,0.050374,-23.271658,0.017908
10.922164,0.148367,-20.381377,0.047919,-22.379132,0.021267
11.307364,0.111924,-20.691199,0.045620,-23.041089,0.017154
11.084689,0.125776,-20.765346,0.035131,-22.640961,0.022564
11.165155,0.098039,-20.173256,0.039589,-22.491829,0.013942
9.268080,0.126175,-18.072281,0.046299,-19.213750,0.016648
11.494731,0.116940,-21.308829,0.041694,-23.600030,0.015970
9.777982,0.110276,-18.553889,0.031874,-19.997790,0.013163
10.137024,0.115002,-18.591234,0.059008,-20.331176,0.014418
9.986628,0.123128,-19.317149,0.043113,-20.638924,0.015874
11.106954,0.124971,-20.084416,0.061115,-22.429471,0.021319
11.117531,0.119589,-20.554475,0.036592,-22.581867,0.021152
11.029657,0.124194,-20.298900,0.044599,-22.354809,0.023336
10.967605,0.117628,-19.761322,0.056773,-22.079512,0.018096
10.900796,0.121470,-20.179268,0.046011,-22.164222,0.017061
11.228246,0.122083,-20.569169,0.049929,-22.840006,0.018686
10.317452,0.103818,-20.792789,0.032063,-21.878812,0.019455
9.212223,0.132815,-16.845746,0.070487,-18.408211,0.015128
10.880262,0.119732,-21.123407,0.029222,-22.684713,0.022934
10.053807,0.123321,-18.829058,0.043583,-20.477915,0.014229
10.178173,0.119978,-19.044442,0.036115,-20.708955,0.013570
10.734614,0.105340,-19.516878,0.039150,-21.561290,0.015685
10.796271,0.155774,-21.558514,0.052170,-22.780647,0.024851
11.121721,0.131647,-21.391925,0.034965,-22.993415,0.022184
10.978228,0.131237,-20.557118,0.044060,-22.448139,0.020117
9.468745,0.127621,-18.395657,0.052713,-19.571828,0.018990
10.192108,0.111942,-18.304590,0.059741,-20.311843,0.017291
9.795092,0.077347,-21.387643,0.027560,-21.818737,0.026251
9.948054,0.121327,-17.567233,0.072700,-19.641177,0.018088
10.414463,0.153144,-18.438371,0.056671,-20.855061,0.014706
10.636500,0.136917,-20.507051,0.037410,-22.059267,0.024643
11.067229,0.130635,-20.339164,0.056110,-22.567446,0.021541
10.995863,0.121360,-20.680551,0.039375,-22.492323,0.025245
10.399837,0.102941,-18.611800,0.050634,-20.590288,0.014675
9.709677,0.121914,-19.220572,0.036685,-20.418794,0.015144
10.474208,0.102202,-19.972834,0.027015,-21.545289,0.015152
10.867477,0.102748,-19.947917,0.039039,-21.960363,0.018404
10.664981,0.107595,-19.754929,0.033267,-21.634317,0.015127
10.861043,0.100960,-19.644024,0.046095,-21.757394,0.016224
11.003591,0.113920,-20.040392,0.045680,-22.115130,0.020918
11.762057,0.113274,-21.509985,0.042150,-23.947028,0.019039
10.730932,0.090816,-19.235066,0.052989,-21.406259,0.015158
11.071069,0.109213,-20.036903,0.072764,-22.352367,0.019337
10.847430,0.110716,-20.506200,0.032216,-22.247036,0.014854
11.198838,0.114905,-20.403013,0.050315,-22.731013,0.013956
10.426421,0.125052,-20.303212,0.038758,-21.775973,0.020184
9.183129,0.123206,-18.116127,0.064279,-19.262991,0.016858
11.015846,0.151678,-21.462966,0.032059,-22.978188,0.031300
9.876376,0.117770,-19.633692,0.034087,-20.813639,0.014209
10.247018,0.113886,-19.615813,0.035047,-21.056487,0.014342
10.503584,0.125845,-20.001640,0.040826,-21.613810,0.020117
10.738162,0.134984,-19.663219,0.055891,-21.820431,0.016664
10.617092,0.169221,-19.778850,0.060353,-21.708838,0.013597
9.964292,0.120425,-19.400043,0.038681,-20.736877,0.016794
10.750001,0.113924,-19.704434,0.048454,-21.705601,0.016190
10.651448,0.107485,-19.761659,0.041648,-21.612319,0.014972
