13.9382,159.984,13.6199
12.952,177.193,13.2258
13.1993,177.07,13.1681
13.683,176.842,14.2617
10.8398,177.451,6.26958
13.904,163.774,11.9572
11.1478,177.371,6.46672
12.8663,162.524,13.4459
13.3559,159.887,14.7498
6.57834,159.916,2.54683
13.9418,159.964,13.9329
6.1647,158.895,0.32068
12.3264,160.006,11.6671
12.2041,159.763,11.6192
12.2587,158.92,7.22274
12.0541,159.261,12.5232
6.46835,158.084,3.48761
2.66241,159.223,7.43145
6.34907,159.074,0.947657
12.0454,158.899,9.43782
6.50657,158.817,1.27046
10.6828,159.848,4.29093
6.54035,159.68,2.20606
8.48989,158.092,7.01441
11.8518,158.849,13.6719
12.6794,158.294,9.29431
6.57296,158.98,1.4626
10.6915,159.583,8.13732
9.80784,159.824,6.88579
7.78277,175.515,10.3404
7.44756,175.642,10.5462
7.57893,175.087,10.4062
7.87239,174.999,10.3832
7.6731,174.997,10.373
7.81809,175.264,10.762
7.87579,174.996,11.0756
7.85321,175.438,9.84642
7.64877,175.025,10.472
7.74502,175.121,10.504
8.13024,175.526,10.4812
8.01702,175.762,10.8456
7.89282,175.195,10.4529
8.12801,175.637,10.2853
6.93325,175.03,10.234
8.22098,175.853,10.4728
7.84945,175.708,10.275
7.81365,175.665,10.5025
7.52188,175.197,10.4303
7.91679,175.222,10.1894
7.17449,174.364,11.179
7.97797,175.079,9.75041
6.39002,175.29,12.6056
6.21895,175.983,11.1434
6.25508,176.044,11.0699
5.54824,175.364,14.7024
5.42599,175.412,14.2805
5.61834,175.476,13.8181
5.64872,175.41,14.4866
5.98528,175.002,14.8396
5.6523,175.894,14.2263
5.12479,175.268,14.0445
5.63654,174.938,14.7805
6.02786,174.937,14.1963
6.02984,175.9,14.5804
5.46298,174.633,14.9436
3.86099,165.65,0.199935
3.73063,166.369,3.18746
12.0528,177.481,5.63398
12.1136,177.209,5.63081
12.0011,177.793,5.51854
11.8707,177.91,6.03625
12.233,177.742,5.27191
9.18828,165.584,1.13503
4.95147,168.662,6.01314
5.68815,171.915,0.280317
3.15892,165.589,2.51908
6.52101,171.325,7.64022
6.94398,171.258,7.76139
6.7379,171.206,7.04579
6.68308,171.017,7.83667
7.05635,170.746,7.47957
6.55436,171.382,7.53323
6.52701,171.621,7.80963
6.43477,171.031,7.18043
6.63677,171.265,7.84367
6.26857,171.678,7.17823
6.20175,171.768,7.42323
6.41976,171.991,7.60277
7.38735,171.755,7.12796
6.28988,172.015,8.12066
7.43715,169.979,7.38168
6.65728,171.781,6.91608
6.26494,171.367,6.98068
6.88633,177.988,14.5375
7.04356,177.974,14.9604
5.50225,174.961,1.61004
6.37981,172.692,8.93221
6.67281,172.815,7.88919
6.78694,172.885,7.95793
3.45897,165.154,0.532037
3.43028,165.14,0.4071
4.76602,168.067,0.82121
7.93281,174.218,0.212231
8.12103,174.168,0.0885393
13.6789,177.524,2.99335
3.43992,166.59,2.77988
9.08934,176.774,8.22237
9.28897,177.076,8.36505
9.01295,176.813,8.02856
8.99334,176.608,8.18294
9.25143,176.781,8.1554
8.70128,176.445,9.10109
9.1415,176.363,9.4578
8.85521,176.332,9.49819
8.72554,176.343,9.44624
8.0593,176.912,8.66772
8.62381,175.991,8.55875
9.32946,176.231,8.36909
1.8371,165.32,10.6027
7.75325,173.298,8.9715
7.48034,173.369,8.92748
6.80169,173.246,9.01942
7.34772,172.72,9.70451
7.58186,172.859,9.69672
11.6131,177.119,5.79801
1.75495,165.559,5.18919
6.04298,171.003,6.79737
7.14852,169.92,6.91975
5.015,168.464,0.866534
13.0336,162.62,13.0815
4.41348,168.072,8.36118
13.1827,163.415,13.0991
2.45145,166.729,6.68071
1.84522,165.197,10.3375
11.53,166.414,13.2869
9.95792,174.833,0.886603
6.91078,166.013,7.39913
9.64959,165.159,1.50191
9.6663,165.225,1.53861
5.23491,168.89,6.98122
5.7999,172.049,0.567786
5.97282,172.051,0.554387
7.31008,170.079,6.95497
8.54567,175.477,9.97126
6.18546,170.556,6.05056
6.22577,170.258,6.30453
3.1267,164.874,1.13502
1.42622,166.697,10.1784
0.969178,163.839,6.10561
9.54544,161.001,5.80345
1.12635,165.54,12.0986
0.790459,164.596,11.9777
10.2203,164.69,0.977504
1.79892,177.875,14.5618
2.04011,165.889,6.1534
5.24702,169.079,7.9533
10.84,177.227,5.20236
10.8177,177.175,4.95082
11.3005,173.471,13.3951
3.39196,165.041,0.238854
8.95908,177.598,11.4232
8.09794,177.379,10.8336
10.6381,166.905,5.31806
8.06404,165.555,10.002
9.40133,174.478,0.974913
13.2995,177.972,4.85778
8.49679,174.214,10.4009
12.7171,177.618,5.45948
3.5344,177.462,14.8175
10.7583,166.169,4.04914
9.09779,176.912,7.4543
10.3925,177.881,11.0548
7.66341,172.384,8.08733
3.55793,167.648,8.49658
8.16353,167.239,2.36139
4.87677,168.567,9.45641
6.53943,170.612,6.45375
3.32448,166.866,9.83493
7.85444,174.828,1.83906
3.93663,167.404,8.64022
7.2835,165.757,8.05107
9.60272,165.27,1.42811
6.55125,177.227,5.81564
12.7067,176.797,11.1593
5.53833,175.692,1.94211
5.80682,171.852,1.79579
7.70328,176.838,12.8588
0.601918,165.529,1.57968
10.5163,177.451,5.84873
7.55303,171.416,6.60896
10.3129,163.979,10.0776
9.793,176.289,6.74309
12.7765,166.345,10.8778
8.31011,174.518,0.437099
9.91302,165.005,1.36056
10.802,173.502,13.3543
3.7599,167.521,2.9344
5.5954,173.468,13.5518
8.67752,174.739,6.81272
13.7487,174.795,1.03426
13.6905,174.893,1.03382
13.7419,175.073,0.859445
9.01433,164.983,12.6931
10.1681,177.203,7.05643
10.6083,176.345,7.03149
10.4283,176.788,7.12509
10.3589,177.349,6.72219
13.608,166.563,8.65277
4.86649,168.526,2.29406
10.9162,167.426,8.02621
0.779367,164.416,2.70401
4.21827,172.536,14.6338
2.24984,165.113,0.659486
5.86592,172.534,0.897473
7.72678,169.46,3.17308
0.192795,163.244,0.600223
0.41934,163.346,0.526189
0.170088,163.331,0.60099
0.399213,163.19,0.678311
0.244963,162.69,0.255517
2.03395,165.238,5.17844
5.61404,169.955,1.7843
12.3073,172.927,0.300485
3.2982,167.378,7.58376
10.6184,174.954,0.809505
2.53808,165.171,1.99944
10.9242,177.081,6.75996
3.9902,167.088,8.7198
6.88248,169.141,4.50066
8.37821,173.703,6.53049
1.1219,173.007,11.4669
5.83284,171.656,10.2404
13.4401,161.648,12.994
9.72876,176.933,5.73454
